gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2018-03-14,0,1.0,0.242941356787,0.07812505065,0.018677027176,0.006951217225,0.002492693818,0.000691123209,1,2166,Davidson,81.9,South,12
mens,2018-03-14,0,1.0,0.368439336436,0.067729492208,0.034035043278,0.007774559889,0.001956609319,0.000623669258,1,152,North Carolina State,81.74,Midwest,9
mens,2018-03-14,0,1.0,0.403987426581,0.070934591786,0.025019765477,0.005472130476,0.001988417084,0.000558754418,1,2440,Nevada,81.82,South,7
mens,2018-03-14,1,1.0,0.278306020527,0.085604219883,0.025941254906,0.005724589951,0.001500332415,0.000468460062,1,179,St. Bonaventure,81.37,East,11a
mens,2018-03-14,0,1.0,0.417306912377,0.076030278229,0.022828858225,0.0068025012,0.001731676295,0.000419987604,1,2507,Providence,81.27,West,10
mens,2018-03-14,0,1.0,0.380189942562,0.179900410584,0.032578078442,0.00590523799,0.001334122585,0.000387853341,1,166,New Mexico State,79.79,Midwest,12
mens,2018-03-14,0,1.0,0.234299133062,0.037311698739,0.009755171415,0.00232274505,0.000467393857,9.0721494e-05,1,2571,South Dakota State,78.07,West,12
mens,2018-03-14,0,1.0,0.151789061958,0.037861877965,0.005818218736,0.001494396622,0.000409146836,8.6580833e-05,1,2084,Buffalo,79.07,South,13
mens,2018-03-14,0,1.0,0.164051659906,0.040099355906,0.004700949004,0.001235343579,0.000287671488,8.0968232e-05,1,93,Murray State,78.93,East,12
mens,2018-03-14,0,1.0,0.0829910009,0.025230397868,0.006008210092,0.001307688189,0.000259820141,4.9826878e-05,1,2430,North Carolina-Greensboro,78.03,West,13
mens,2018-03-14,0,1.0,0.077242999526,0.026090272619,0.004287611194,0.000982161222,0.000174217428,4.1046879e-05,1,2083,Bucknell,78.25,Midwest,14
mens,2018-03-14,0,1.0,0.067367725041,0.022884168987,0.006812063483,0.001241942882,0.000237826173,3.5379059e-05,1,2247,Georgia State,75.99,South,15
mens,2018-03-14,0,1.0,0.106860925942,0.023256104769,0.004740783781,0.001077958658,0.000177689353,2.8524101e-05,1,149,Montana,76.79,West,14
mens,2018-03-14,0,1.0,0.201838963824,0.053027093135,0.006590801565,0.000827095226,0.000122585524,2.4625721e-05,1,232,College of Charleston,76.44,Midwest,13
mens,2018-03-14,0,1.0,0.045863755026,0.01026655054,0.002855816085,0.00031620534,3.9482929e-05,6.795834e-06,1,219,Pennsylvania,75.55,Midwest,16
mens,2018-03-14,0,1.0,0.106432566438,0.022932786954,0.002486951184,0.000199942043,3.2924462e-05,6.793132e-06,1,2617,Stephen F. Austin,74.78,East,14
mens,2018-03-14,0,1.0,0.090920587837,0.014706027184,0.001196796729,0.000228181787,3.4313293e-05,6.516827e-06,1,276,Marshall,75.58,East,13
mens,2018-03-14,0,1.0,0.09295512742,0.020065226415,0.002520033144,0.000275277296,4.4883241e-05,5.70173e-06,1,2750,Wright State,74.31,South,14
mens,2018-03-14,0,1.0,0.04193847637,0.010721553923,0.001149972282,0.000170439322,1.9431094e-05,3.078355e-06,1,314,Iona,74.79,Midwest,15
mens,2018-03-14,0,1.0,0.035229917216,0.006863486358,0.000735069712,8.4268707e-05,9.024603e-06,9.57339e-07,1,288,Lipscomb,72.45,West,15
mens,2018-03-14,1,1.0,0.016735953212,0.00258116984,0.00025925647,2.8566633e-05,2.461842e-06,2.78202e-07,1,2515,Radford,71.64,East,16b
mens,2018-03-14,0,1.0,0.021460514732,0.003350565839,0.000324074471,3.1534364e-05,3.323902e-06,2.75117e-07,1,2378,Maryland-Baltimore County,71.36,South,16
mens,2018-03-14,0,1.0,0.022489471592,0.002119421074,0.00021925733,1.0503423e-05,9.77561e-07,1.18807e-07,1,2239,Cal State Fullerton,71.88,East,15
mens,2018-03-14,1,1.0,0.027203023441,0.00262044873,0.00017707408,1.365226e-05,1.195479e-06,1.04346e-07,1,2640,Texas Southern,69.4,West,16b
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,65.3,West,16a
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Arizona State,81.26,Midwest,11a
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2341,Long Island University,67.64,East,16a
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,UCLA,83.22,East,11b
mens,2018-03-13,0,1.0,0.983264046788,0.861423197426,0.666837034525,0.49636467587,0.290695878516,0.179599861874,1,222,Villanova,94.92,East,1
mens,2018-03-13,0,1.0,0.978539485268,0.831920666334,0.611027331247,0.410680677925,0.263778833957,0.13740481805,1,258,Virginia,93.07,South,1
mens,2018-03-13,0,1.0,0.95806152363,0.806459495977,0.466602148342,0.288302434459,0.162629452467,0.100225154743,1,150,Duke,92.59,Midwest,2
mens,2018-03-13,0,1.0,0.954136244974,0.764045853117,0.61744389978,0.3184505824,0.152824274494,0.082760436419,1,2305,Kansas,90.88,Midwest,1
mens,2018-03-13,0,1.0,0.922757000474,0.750632791715,0.404491120094,0.244351149937,0.120766520532,0.06695877688,1,127,Michigan State,91.67,Midwest,3
mens,2018-03-13,0,1.0,0.932632274959,0.775165368501,0.525236709918,0.252412570832,0.145426932927,0.066720209332,1,2132,Cincinnati,91.06,South,2
mens,2018-03-13,0,1.0,0.977510528408,0.732650723025,0.5003068436,0.201836563086,0.101255913219,0.054947903514,1,2509,Purdue,91.08,East,2
mens,2018-03-13,0,1.0,0.964770082784,0.788145696938,0.458877627382,0.251528088022,0.120285794347,0.053133298158,1,153,North Carolina,90.62,West,2
mens,2018-03-13,0,1.0,0.9170089991,0.697667104571,0.430707399494,0.239689513272,0.10136600233,0.039775065803,1,2250,Gonzaga,89.54,West,4
mens,2018-03-13,0,1.0,0.977819509761,0.703367987838,0.343050095492,0.171106141924,0.074667620206,0.030193566193,1,2752,Xavier,88.88,West,1
mens,2018-03-13,0,1.0,0.893139074058,0.549710436169,0.271200969845,0.136965937387,0.059142441906,0.02367475211,1,130,Michigan,88.54,West,3
mens,2018-03-13,0,1.0,0.757058643213,0.401467186527,0.155804192597,0.083921649425,0.044147335974,0.018295502535,1,96,Kentucky,88.17,South,5
mens,2018-03-13,0,1.0,0.90704487258,0.594002815685,0.268427870601,0.104963186908,0.048858173006,0.017743246023,1,2633,Tennessee,87.17,South,3
mens,2018-03-13,0,1.0,0.835948340094,0.444677358467,0.144942190717,0.082308046813,0.036118934749,0.017522462897,1,277,West Virginia,88.58,East,5
mens,2018-03-13,0,1.0,0.909079412163,0.500517258443,0.129827349321,0.063387752268,0.02895828159,0.014530520185,1,2724,Wichita State,87.97,East,4
mens,2018-03-13,0,1.0,0.848210938042,0.482545884858,0.145428515956,0.064936308811,0.034508034936,0.014461358242,1,12,Arizona,87.86,South,4
mens,2018-03-13,0,1.0,0.717811950102,0.339960975934,0.152265102819,0.070551371254,0.031714987873,0.013196084778,1,248,Houston,86.21,West,6
mens,2018-03-13,0,1.0,0.893567433562,0.54778460449,0.206320804182,0.056698975652,0.02563667019,0.012753098878,1,2641,Texas Tech,87.27,East,3
mens,2018-03-13,0,1.0,0.721693979473,0.343678388673,0.137196822375,0.040025530356,0.016014845151,0.007188927027,1,57,Florida,86.43,East,6
mens,2018-03-13,0,1.0,0.765700866938,0.239790798822,0.112313936597,0.047164414993,0.017288932263,0.005919986185,1,194,Ohio State,85.59,West,5
mens,2018-03-13,0,1.0,0.573537802921,0.136076864999,0.047718593202,0.020620745656,0.008268893337,0.003875464839,1,2628,Texas Christian,84.84,Midwest,6
mens,2018-03-13,0,1.0,0.631560663564,0.157958104135,0.095318635703,0.028435042511,0.008922899726,0.003421808819,1,2550,Seton Hall,85.05,Midwest,8
mens,2018-03-13,0,1.0,0.798161036176,0.416372948119,0.112993257539,0.030250307184,0.009125373479,0.003386769352,1,2,Auburn,84.04,Midwest,4
mens,2018-03-13,0,1.0,0.603822408718,0.174723545154,0.087411084997,0.022795568723,0.007974008015,0.003194535205,1,2086,Butler,84.65,East,10
mens,2018-03-13,0,1.0,0.619810057438,0.350699548162,0.098184467609,0.027086950345,0.008203336079,0.00305454574,1,228,Clemson,84.15,Midwest,5
mens,2018-03-13,0,1.0,0.582693087623,0.128960538475,0.053100733048,0.021077749678,0.00829085722,0.003035757132,1,245,Texas A&M,83.55,West,7
mens,2018-03-13,0,1.0,0.598094157179,0.247431372796,0.082448652934,0.023731459869,0.009398693836,0.002883853829,1,2390,Miami (FL),83.94,South,6
mens,2018-03-13,0,1.0,0.706088012122,0.214943765871,0.072588948258,0.025928114312,0.008486508328,0.002610201688,1,52,Florida State,83.61,West,9
mens,2018-03-13,0,1.0,0.596012573419,0.131015870725,0.052773880599,0.013358266941,0.006217719709,0.002257909981,1,251,Texas,82.9,South,10
mens,2018-03-13,0,1.0,0.582607253877,0.097679993768,0.037711866918,0.013371518766,0.005398533932,0.001689580977,1,156,Creighton,83.4,South,8
mens,2018-03-13,0,1.0,0.593169777567,0.088358396891,0.035183942528,0.013980846428,0.004290840315,0.001536985754,1,259,Virginia Tech,83.43,East,8
mens,2018-03-13,0,1.0,0.396177591282,0.090506310748,0.040116981425,0.009022173409,0.003228749255,0.001318798746,1,8,Arkansas,83.29,East,7
mens,2018-03-13,0,1.0,0.282188049898,0.087072483128,0.036250855189,0.015738466966,0.004251037241,0.001090409125,1,21,San Diego State,81.72,West,11
mens,2018-03-13,0,1.0,0.417392746123,0.067048774058,0.0252087729,0.008720143807,0.00350141565,0.00108968068,1,2306,Kansas State,81.48,South,9
mens,2018-03-13,0,1.0,0.580447461946,0.114502054217,0.031609331512,0.010767111327,0.002925640766,0.000994934922,1,227,Rhode Island,83.07,Midwest,7
mens,2018-03-13,0,1.0,0.419552538054,0.068316895883,0.020474513478,0.007461824746,0.002307323422,0.000874105898,1,201,Oklahoma,82.1,Midwest,10
mens,2018-03-13,0,1.0,0.293911987878,0.079883345274,0.025511618452,0.00865802907,0.002657090904,0.000768960955,1,142,Missouri,78.49,West,8
mens,2018-03-13,0,1.0,0.406830222433,0.047637235842,0.017052480705,0.00615273998,0.001973475916,0.000734183628,1,333,Alabama,82.2,East,9
mens,2018-03-13,0,1.0,0.401905842821,0.138500585104,0.036761023844,0.008437717848,0.002792488049,0.00071401962,1,2350,Loyola (IL),81.28,South,11
mens,2018-03-13,0,1.0,0.242941356787,0.07812505065,0.018677027176,0.006951217225,0.002492699815,0.00069112816,1,2166,Davidson,81.9,South,12
mens,2018-03-13,0,1.0,0.368439336436,0.067729492208,0.034035043278,0.00776269123,0.001953828446,0.000622851982,1,152,North Carolina State,81.74,Midwest,9
mens,2018-03-13,0,1.0,0.403987426581,0.070934591786,0.025019765477,0.005472130476,0.001988422798,0.000558759195,1,2440,Nevada,81.82,South,7
mens,2018-03-13,1,0.58775842369,0.270801265337,0.059450272303,0.016116923045,0.005653627322,0.001560981805,0.000538034092,1,183,Syracuse,81.86,Midwest,11b
mens,2018-03-13,1,1.0,0.278306020527,0.085604219883,0.025941254906,0.005724589951,0.001499486589,0.000468225474,1,179,St. Bonaventure,81.37,East,11a
mens,2018-03-13,0,1.0,0.417306912377,0.076030278229,0.022828858225,0.006800922181,0.001731310395,0.00041990496,1,2507,Providence,81.27,West,10
mens,2018-03-13,0,1.0,0.380189942562,0.179900410584,0.032578078442,0.005894324253,0.001331796695,0.000387220459,1,166,New Mexico State,79.79,Midwest,12
mens,2018-03-13,1,0.41224157631,0.155660931742,0.027312726349,0.007500272008,0.002659011994,0.000817346171,0.000308122366,1,9,Arizona State,81.26,Midwest,11a
mens,2018-03-13,0,1.0,0.234299133062,0.037311698739,0.009733180386,0.002317933621,0.00046650804,9.0562614e-05,1,2571,South Dakota State,78.07,West,12
mens,2018-03-13,0,1.0,0.151789061958,0.037861877965,0.005818218736,0.001494396622,0.000409143618,8.6578804e-05,1,2084,Buffalo,79.07,South,13
mens,2018-03-13,0,1.0,0.164051659906,0.040099355906,0.004700949004,0.001235343579,0.000287488075,8.0921896e-05,1,93,Murray State,78.93,East,12
mens,2018-03-13,0,1.0,0.0829910009,0.025230397868,0.00599356999,0.001304743559,0.000259280519,4.9730453e-05,1,2430,North Carolina-Greensboro,78.03,West,13
mens,2018-03-13,0,1.0,0.077242999526,0.026527344635,0.004351499193,0.000995202832,0.00017623668,4.1462671e-05,1,2083,Bucknell,78.25,Midwest,14
mens,2018-03-13,0,1.0,0.067367725041,0.022884168987,0.006812063483,0.001241942882,0.000237820926,3.5376705e-05,1,2247,Georgia State,75.99,South,15
mens,2018-03-13,0,1.0,0.106860925942,0.023256104769,0.004740783781,0.001077616549,0.000177637307,2.8515284e-05,1,149,Montana,76.79,West,14
mens,2018-03-13,0,1.0,0.201838963824,0.053027093135,0.006590801565,0.000825180626,0.000122314066,2.4573937e-05,1,232,College of Charleston,76.44,Midwest,13
mens,2018-03-13,0,1.0,0.106432566438,0.022932786954,0.002486951184,0.000199942043,3.2896694e-05,6.787857e-06,1,2617,Stephen F. Austin,74.78,East,14
mens,2018-03-13,0,1.0,0.045863755026,0.01026655054,0.002855816085,0.000315428513,3.9389752e-05,6.780539e-06,1,219,Pennsylvania,75.55,Midwest,16
mens,2018-03-13,0,1.0,0.090920587837,0.014706027184,0.001196796729,0.000228181787,3.4282643e-05,6.511437e-06,1,276,Marshall,75.58,East,13
mens,2018-03-13,0,1.0,0.09295512742,0.020065226415,0.002520033144,0.000275277296,4.4881976e-05,5.701243e-06,1,2750,Wright State,74.31,South,14
mens,2018-03-13,0,1.0,0.04193847637,0.010721553923,0.001135599126,0.000168384665,1.9205692e-05,3.043992e-06,1,314,Iona,74.79,Midwest,15
mens,2018-03-13,0,1.0,0.035229917216,0.006863486358,0.000735069712,8.4224613e-05,9.020078e-06,9.56809e-07,1,288,Lipscomb,72.45,West,15
mens,2018-03-13,1,1.0,0.016735953212,0.00258116984,0.00025925647,2.8566633e-05,2.459008e-06,2.77897e-07,1,2515,Radford,71.64,East,16b
mens,2018-03-13,0,1.0,0.021460514732,0.003350565839,0.000324074471,3.1534364e-05,3.323759e-06,2.75081e-07,1,2378,Maryland-Baltimore County,71.36,South,16
mens,2018-03-13,0,1.0,0.022489471592,0.002119421074,0.00021925733,1.0503423e-05,9.76466e-07,1.18681e-07,1,2239,Cal State Fullerton,71.88,East,15
mens,2018-03-13,1,0.576082648421,0.0144534648,0.001292312938,8.1225722e-05,5.832744e-06,4.77179e-07,3.8983e-08,1,2640,Texas Southern,67.93,West,16b
mens,2018-03-13,1,0.423917351579,0.007727025439,0.00051258808,2.002561e-05,8.99857e-07,3.8994e-08,1.71e-09,1,2428,North Carolina Central,65.3,West,16a
mens,2018-03-13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2341,Long Island University,67.64,East,16a
mens,2018-03-13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,UCLA,83.22,East,11b
mens,2018-03-12,0,1.0,0.985307623064,0.863123252287,0.668032733963,0.497134483831,0.291067336241,0.179788104721,1,222,Villanova,94.92,East,1
mens,2018-03-12,0,1.0,0.978539485268,0.831920666334,0.611027331247,0.410680677925,0.263778833957,0.137380321201,1,258,Virginia,93.07,South,1
mens,2018-03-12,0,1.0,0.95806152363,0.806459495977,0.466602148342,0.288302434459,0.162518233733,0.100162654512,1,150,Duke,92.59,Midwest,2
mens,2018-03-12,0,1.0,0.954136244974,0.764045853117,0.61744389978,0.3184505824,0.152683443576,0.082690995428,1,2305,Kansas,90.88,Midwest,1
mens,2018-03-12,0,1.0,0.922757000474,0.750632791715,0.404491120094,0.244351149937,0.120660554051,0.06690528688,1,127,Michigan State,91.67,Midwest,3
mens,2018-03-12,0,1.0,0.932632274959,0.775165368501,0.525236709918,0.252412570832,0.145426932927,0.066705425221,1,2132,Cincinnati,91.06,South,2
mens,2018-03-12,0,1.0,0.977510528408,0.732650723025,0.500512796915,0.201761026118,0.101218744181,0.054928062709,1,2509,Purdue,91.08,East,2
mens,2018-03-12,0,1.0,0.964770082784,0.788145696938,0.458877627382,0.251528088022,0.120285794347,0.053120826876,1,153,North Carolina,90.62,West,2
mens,2018-03-12,0,1.0,0.9170089991,0.697667104571,0.430707399494,0.239689513272,0.10136600233,0.039764084159,1,2250,Gonzaga,89.54,West,4
mens,2018-03-12,0,1.0,0.977819509761,0.703367987838,0.343050095492,0.171106141924,0.074667620206,0.030185548201,1,2752,Xavier,88.88,West,1
mens,2018-03-12,0,1.0,0.893139074058,0.549710436169,0.271200969845,0.136965937387,0.059142441906,0.023668381269,1,130,Michigan,88.54,West,3
mens,2018-03-12,0,1.0,0.757058643213,0.401467186527,0.155804192597,0.083921649425,0.044147335974,0.018290801229,1,96,Kentucky,88.17,South,5
mens,2018-03-12,0,1.0,0.90704487258,0.594002815685,0.268427870601,0.104963186908,0.048858173006,0.017737865509,1,2633,Tennessee,87.17,South,3
mens,2018-03-12,0,1.0,0.835948340094,0.444677358467,0.144634625129,0.082141161553,0.036050877494,0.017491552994,1,277,West Virginia,88.58,East,5
mens,2018-03-12,0,1.0,0.909079412163,0.500517258443,0.129471484878,0.063224158427,0.028887527119,0.014496691489,1,2724,Wichita State,87.97,East,4
mens,2018-03-12,0,1.0,0.848210938042,0.482545884858,0.145428515956,0.064936308811,0.034508034936,0.014457698613,1,12,Arizona,87.86,South,4
mens,2018-03-12,0,1.0,0.717811950102,0.339960975934,0.152265102819,0.070551371254,0.031714987873,0.013192712337,1,248,Houston,86.21,West,6
mens,2018-03-12,0,1.0,0.893567433562,0.534711546579,0.202128494128,0.055695308622,0.025252225591,0.01259084207,1,2641,Texas Tech,87.27,East,3
mens,2018-03-12,0,1.0,0.658774432527,0.317751930547,0.128573774084,0.038000657137,0.015378837358,0.006969998791,1,57,Florida,86.43,East,6
mens,2018-03-12,0,1.0,0.765700866938,0.239790798822,0.112313936597,0.047164414993,0.017288932263,0.005918069136,1,194,Ohio State,85.59,West,5
mens,2018-03-12,0,1.0,0.573537802921,0.136076864999,0.047718593202,0.020620745656,0.008259008294,0.003871233149,1,2628,Texas Christian,84.84,Midwest,6
mens,2018-03-12,0,1.0,0.631560663564,0.157958104135,0.095318635703,0.028435042511,0.008908859276,0.003416847962,1,2550,Seton Hall,85.05,Midwest,8
mens,2018-03-12,0,1.0,0.798161036176,0.416372948119,0.112993257539,0.030250307184,0.009110464269,0.003381662752,1,2,Auburn,84.04,Midwest,4
mens,2018-03-12,0,1.0,0.603822408718,0.174723545154,0.08748732498,0.0227878457,0.00797105547,0.00319326681,1,2086,Butler,84.65,East,10
mens,2018-03-12,0,1.0,0.619810057438,0.350699548162,0.098184467609,0.027086950345,0.008189982555,0.003049957756,1,228,Clemson,84.15,Midwest,5
mens,2018-03-12,0,1.0,0.582693087623,0.128960538475,0.053100733048,0.021077749678,0.00829085722,0.003034845312,1,245,Texas A&M,83.55,West,7
mens,2018-03-12,0,1.0,0.598094157179,0.247431372796,0.082448652934,0.023731459869,0.009398693836,0.002882810072,1,2390,Miami (FL),83.94,South,6
mens,2018-03-12,0,1.0,0.706088012122,0.214943765871,0.072588948258,0.025928114312,0.008486508328,0.002609259129,1,52,Florida State,83.61,West,9
mens,2018-03-12,0,1.0,0.596012573419,0.131015870725,0.052773880599,0.013358266941,0.006217719709,0.002257225249,1,251,Texas,82.9,South,10
mens,2018-03-12,0,1.0,0.582607253877,0.097679993768,0.037711866918,0.013371518766,0.005398533932,0.001688981017,1,156,Creighton,83.4,South,8
mens,2018-03-12,0,1.0,0.593169777567,0.087631530727,0.034904842642,0.013874853547,0.004259454519,0.001526095999,1,259,Virginia Tech,83.43,East,8
mens,2018-03-12,0,1.0,0.396177591282,0.090506310748,0.04015812046,0.009019378694,0.003227620707,0.00131829324,1,8,Arkansas,83.29,East,7
mens,2018-03-12,0,1.0,0.282188049898,0.087072483128,0.036250855189,0.015738466966,0.004251037241,0.001089948248,1,21,San Diego State,81.72,West,11
mens,2018-03-12,0,1.0,0.417392746123,0.067048774058,0.0252087729,0.008720143807,0.00350141565,0.001089291618,1,2306,Kansas State,81.48,South,9
mens,2018-03-12,0,1.0,0.580447461946,0.114502054217,0.031609331512,0.010767111327,0.002920398316,0.000993282112,1,227,Rhode Island,83.07,Midwest,7
mens,2018-03-12,0,1.0,0.419552538054,0.068316895883,0.020474513478,0.007461824746,0.002303640825,0.000872819722,1,201,Oklahoma,82.1,Midwest,10
mens,2018-03-12,1,0.54200135414,0.21100809588,0.08527334943,0.026018024771,0.005773813826,0.002063807239,0.000842120785,1,26,UCLA,83.22,East,11b
mens,2018-03-12,0,1.0,0.293911987878,0.079883345274,0.025511618452,0.00865802907,0.002657090904,0.000768667205,1,142,Missouri,78.49,West,8
mens,2018-03-12,0,1.0,0.406830222433,0.047153201353,0.016884386399,0.006094529846,0.001955303249,0.000727581758,1,333,Alabama,82.2,East,9
mens,2018-03-12,0,1.0,0.401905842821,0.138500585104,0.036761023844,0.008437717848,0.002792488049,0.000713717078,1,2350,Loyola (IL),81.28,South,11
mens,2018-03-12,0,1.0,0.242941356787,0.07812505065,0.018677027176,0.006951217225,0.002492699815,0.000690854077,1,2166,Davidson,81.9,South,12
mens,2018-03-12,0,1.0,0.368439336436,0.067729492208,0.034035043278,0.00776269123,0.00195010512,0.000621747829,1,152,North Carolina State,81.74,Midwest,9
mens,2018-03-12,0,1.0,0.403987426581,0.070934591786,0.025019765477,0.005472130476,0.001988422798,0.000558540146,1,2440,Nevada,81.82,South,7
mens,2018-03-12,1,0.58775842369,0.270801265337,0.059450272303,0.016116923045,0.005653627322,0.001558222163,0.000537152896,1,183,Syracuse,81.86,Midwest,11b
mens,2018-03-12,0,1.0,0.417306912377,0.076030278229,0.022828858225,0.006800922181,0.001731310395,0.000419719733,1,2507,Providence,81.27,West,10
mens,2018-03-12,0,1.0,0.380189942562,0.179900410584,0.032578078442,0.005894324253,0.001329050031,0.00038647395,1,166,New Mexico State,79.79,Midwest,12
mens,2018-03-12,1,0.41224157631,0.155660931742,0.027312726349,0.007500272008,0.002659011994,0.000816034232,0.000307666298,1,9,Arizona State,81.26,Midwest,11a
mens,2018-03-12,1,0.45799864586,0.130217471593,0.040753178323,0.012558070697,0.00281455177,0.000748634097,0.000236914415,1,179,St. Bonaventure,80.26,East,11a
mens,2018-03-12,0,1.0,0.234299133062,0.037311698739,0.009733180386,0.002317933621,0.00046650804,9.0516316e-05,1,2571,South Dakota State,78.07,West,12
mens,2018-03-12,0,1.0,0.151789061958,0.037861877965,0.005818218736,0.001494396622,0.000409143618,8.6536836e-05,1,2084,Buffalo,79.07,South,13
mens,2018-03-12,0,1.0,0.164051659906,0.040099355906,0.004677372798,0.001229665161,0.000286208736,8.0572252e-05,1,93,Murray State,78.93,East,12
mens,2018-03-12,0,1.0,0.0829910009,0.025230397868,0.00599356999,0.001304743559,0.000259280519,4.9704849e-05,1,2430,North Carolina-Greensboro,78.03,West,13
mens,2018-03-12,0,1.0,0.077242999526,0.026527344635,0.004351499193,0.000995202832,0.000175814323,4.1368788e-05,1,2083,Bucknell,78.25,Midwest,14
mens,2018-03-12,0,1.0,0.067367725041,0.022884168987,0.006812063483,0.001241942882,0.000237820926,3.5355941e-05,1,2247,Georgia State,75.99,South,15
mens,2018-03-12,0,1.0,0.106860925942,0.023256104769,0.004740783781,0.001077616549,0.000177637307,2.8499137e-05,1,149,Montana,76.79,West,14
mens,2018-03-12,0,1.0,0.201838963824,0.053027093135,0.006590801565,0.000825180626,0.000121993591,2.4512661e-05,1,232,College of Charleston,76.44,Midwest,13
mens,2018-03-12,0,1.0,0.045863755026,0.01026655054,0.002855816085,0.000315428513,3.9278771e-05,6.762241e-06,1,219,Pennsylvania,75.55,Midwest,16
mens,2018-03-12,0,1.0,0.090920587837,0.014706027184,0.00118956183,0.000226919409,3.4097589e-05,6.47709e-06,1,276,Marshall,75.58,East,13
mens,2018-03-12,0,1.0,0.106432566438,0.021509995121,0.002343907214,0.000188993643,3.1227818e-05,6.468439e-06,1,2617,Stephen F. Austin,74.78,East,14
mens,2018-03-12,0,1.0,0.09295512742,0.020065226415,0.002520033144,0.000275277296,4.4881976e-05,5.697667e-06,1,2750,Wright State,74.31,South,14
mens,2018-03-12,0,1.0,0.04193847637,0.010721553923,0.001135599126,0.000168384665,1.9149717e-05,3.035468e-06,1,314,Iona,74.79,Midwest,15
mens,2018-03-12,0,1.0,0.035229917216,0.006863486358,0.000735069712,8.4224613e-05,9.020078e-06,9.56169e-07,1,288,Lipscomb,72.45,West,15
mens,2018-03-12,0,1.0,0.021460514732,0.003350565839,0.000324074471,3.1534364e-05,3.323759e-06,2.74883e-07,1,2378,Maryland-Baltimore County,71.36,South,16
mens,2018-03-12,1,0.66502217494,0.011199506923,0.001736498325,0.00017533324,1.9426395e-05,1.680504e-06,1.90808e-07,1,2515,Radford,70.89,East,16b
mens,2018-03-12,0,1.0,0.022489471592,0.002119421074,0.00021948675,1.0492914e-05,9.75485e-07,1.18562e-07,1,2239,Cal State Fullerton,71.88,East,15
mens,2018-03-12,1,0.576082648421,0.0144534648,0.001292312938,8.1225722e-05,5.832744e-06,4.77179e-07,3.8955e-08,1,2640,Texas Southern,67.93,West,16b
mens,2018-03-12,1,0.33497782506,0.003492870013,0.000355517309,2.9659122e-05,2.733406e-06,1.53758e-07,1.1569e-08,1,2341,Long Island University,67.64,East,16a
mens,2018-03-12,1,0.423917351579,0.007727025439,0.00051258808,2.002561e-05,8.99857e-07,3.8994e-08,1.708e-09,1,2428,North Carolina Central,65.3,West,16a
womens,2018-03-30,0,1.0,1.0,1.0,1.0,1.0,1.0,0.54905815047,1,344,Mississippi State,103.03,Kansas City,1
womens,2018-03-30,0,1.0,1.0,1.0,1.0,1.0,1.0,0.45094184953,1,87,Notre Dame,100.65,Spokane,1
womens,2018-03-30,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,41,Connecticut,114.8,Albany,1
womens,2018-03-30,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,97,Louisville,102.19,Lexington,1
womens,2018-03-30,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2579,South Carolina,94.52,Albany,2
womens,2018-03-30,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2483,Oregon,98.63,Spokane,2
womens,2018-03-30,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,204,Oregon State,93.97,Lexington,6
womens,2018-03-30,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,26,UCLA,94.79,Kansas City,3
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,150,Duke,91.23,Albany,5
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2084,Buffalo,86.02,Albany,11
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,245,Texas A&M,88.07,Spokane,4
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2117,Central Michigan,84.33,Spokane,11
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,24,Stanford,91.35,Lexington,4
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,239,Baylor,105.35,Lexington,2
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,152,North Carolina State,89.79,Kansas City,4
womens,2018-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,251,Texas,98.29,Kansas City,2
womens,2018-03-30,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2514,Quinnipiac,80.93,Albany,9
